x1,x2,x3
50.0,0.9112,0.06672025057457963
100.0,0.9047999999999999,0.07054423999107486
150.0,0.9046000000000001,0.0676790143219583
200.0,0.9002000000000001,0.06532462110451907
250.0,0.9010000000000001,0.06819090848492927
300.0,0.9062,0.06657480065034105
350.0,0.9119999999999999,0.06147838511814288
400.0,0.9032000000000001,0.06441067220482603
450.0,0.905,0.06424601949076816
500.0,0.9107999999999999,0.05416678702236759
