0.9,-1.0,-1.0,0.85,-1.0,-1.0,100.0,80.0,20.0,1.0,0.0
1.0,-1.0,-1.0,0.975,-1.0,-1.0,100.0,80.0,20.0,1.0,0.0
0.85,-1.0,-1.0,0.9125,-1.0,-1.0,100.0,80.0,20.0,1.0,0.0
0.95,-1.0,-1.0,0.9875,-1.0,-1.0,100.0,80.0,20.0,1.0,0.0
1.0,-1.0,-1.0,1.0,-1.0,-1.0,100.0,80.0,20.0,1.0,0.0
0.9,-1.0,-1.0,0.9,-1.0,-1.0,100.0,80.0,20.0,80.0,1.0
0.95,-1.0,-1.0,0.925,-1.0,-1.0,100.0,80.0,20.0,80.0,1.0
0.9,-1.0,-1.0,0.92625,-1.0,-1.0,1000.0,800.0,200.0,800.0,1.0
