x1,x2,x3
1.0,0.933,0.031989581637360195
2.0,0.7289999999999999,0.14027354229029318
3.0,0.705,0.1223156208793918
4.0,0.591,0.10235558932792417
5.0,0.54,0.07644896627453145
6.0,0.577,0.1117586685675881
7.0,0.522,0.04131182235954577
8.0,0.5170000000000001,0.047152235719352
9.0,0.542,0.07800284895082002
10.0,0.5429999999999999,0.06464432603785801
