s1,s2,s3,c1,c2,c3,rank
0.9375,0.833333333,0.833333333,0.95,1,0.8,52
0.933333333,0.844444444,0.733333333,0.925,1,0.675,55
0.958333333,0.9375,0.729166667,0.95,1,0.7,52
0.888888889,0.888888889,0.866666667,0.8875,1,0.8625,55
0.957446809,0.914893617,0.872340426,0.9875,1,0.8625,53
0.978723404,0.914893617,0.765957447,0.9625,1,0.8375,53
0.880952381,0.880952381,0.880952381,0.925,1,0.9,58
1,0.923076923,0.884615385,1,1,0.825,48
0.979591837,0.836734694,0.551020408,0.925,1,0.6375,51
0.977272727,0.818181818,0.522727273,0.9625,1,0.6875,56
0.770833333,0.770833333,0.791666667,0.9875,1,0.875,52
1,0.80952381,0.5,0.9375,1,0.7875,58
0.871794872,0.974358974,0.948717949,1,1,0.95,61
1,0.860465116,0.860465116,0.9875,1,0.8625,57
0.975,0.85,0.95,0.7875,1,0.875,60
0.977777778,0.822222222,0.955555556,0.725,1,0.975,55
0.911111111,0.822222222,0.955555556,0.9125,1,0.975,55
0.978723404,0.914893617,0.85106383,0.975,1,0.8875,53
0.829787234,0.787234043,0.808510638,0.925,1,0.8875,53
0.840909091,0.795454545,0.727272727,1,1,0.8875,56
0.948717949,0.897435897,0.974358974,0.775,1,0.975,61
0.930232558,0.906976744,1,0.8625,1,1,57
0.829268293,0.829268293,0.975609756,0.9125,1,0.95,59
0.9,0.92,0.54,0.9375,1,0.6625,50
0.959183673,0.93877551,0.551020408,0.825,1,0.625,51
1,0.818181818,0.772727273,0.9375,1,0.7875,56
0.934782609,0.891304348,0.434782609,0.9375,1,0.6375,54
0.875,0.8125,0.770833333,0.875,1,0.8125,52
0.930232558,0.76744186,0.837209302,0.9,1,0.9,57
0.954545455,0.863636364,0.931818182,0.925,1,0.8875,56
0.888888889,0.866666667,0.888888889,0.975,1,0.8875,55
0.916666667,0.854166667,1,0.925,1,0.95,52
0.88372093,0.860465116,0.976744186,0.875,1,0.8625,57
1,0.76744186,0.744186047,0.925,1,0.725,57
0.954545455,0.863636364,0.954545455,0.9,1,0.9375,56
0.956521739,0.847826087,0.47826087,1,1,0.65,54
0.933333333,0.866666667,0.866666667,0.9875,1,0.9875,55
0.976190476,0.928571429,1,0.8625,1,0.9625,58
0.85,0.775,0.875,0.875,1,0.8875,60
0.9375,0.770833333,0.958333333,0.925,1,0.95,52
0.87755102,0.93877551,0.775510204,0.95,1,0.825,51
0.933333333,0.888888889,0.955555556,0.775,1,0.8875,55
0.916666667,0.895833333,0.854166667,0.9375,1,0.875,52
0.951219512,0.853658537,0.975609756,0.9625,1,1,59
0.829268293,0.780487805,0.926829268,0.9125,1,0.95,59
0.930232558,0.837209302,0.744186047,0.9375,1,0.8875,57
0.785714286,0.785714286,0.976190476,0.9625,1,0.7625,58
0.860465116,0.790697674,1,0.85,1,0.975,57
0.866666667,0.844444444,1,0.9625,1,0.9625,55
0.953488372,0.790697674,0.906976744,0.7625,1,0.95,57
0.933333333,0.8,0.777777778,1,1,0.825,55
0.926829268,0.804878049,0.926829268,0.8625,1,0.925,59
0.906976744,0.790697674,0.930232558,0.9625,1,1,57
0.976190476,0.80952381,0.642857143,0.975,1,0.65,58
0.909090909,0.818181818,0.954545455,0.95,1,0.9625,56
0.8125,0.625,0.645833333,0.725,1,0.6875,52
0.666666667,0.705882353,0.588235294,0.7375,1,0.7125,49
0.954545455,0.795454545,0.477272727,0.9125,1,0.7,56
0.489795918,0.571428571,0.510204082,0.475,1,0.5875,51
0.888888889,0.822222222,0.911111111,0.9,1,0.875,55
0.906976744,0.88372093,0.930232558,0.875,1,0.875,57
0.977272727,0.909090909,0.954545455,0.95,1,0.95,56
0.897435897,0.897435897,0.871794872,0.975,1,0.9375,61
1,0.818181818,0.954545455,0.825,1,0.925,56
0.931818182,0.909090909,0.977272727,0.9875,1,0.9875,56
0.906976744,0.813953488,0.604651163,0.9625,1,0.675,57
0.863636364,0.909090909,0.931818182,1,1,0.9375,56
0.979166667,0.833333333,0.583333333,0.925,1,0.5875,52
0.913043478,0.826086957,0.97826087,0.9625,1,0.9875,54
0.461538462,0.826923077,0.673076923,0.775,1,0.725,48
0.918367347,0.897959184,0.897959184,0.8875,1,0.925,51
0.977272727,0.840909091,0.795454545,0.8875,1,0.7125,56
0.895833333,0.770833333,0.5,0.9375,1,0.7,52
0.913043478,0.826086957,0.956521739,0.8625,1,0.9875,54
0.857142857,0.87755102,0.959183673,0.8125,1,0.9875,51
0.977777778,0.866666667,1,0.9625,1,0.975,55
0.958333333,0.895833333,0.979166667,0.9375,1,0.9375,52
0.871794872,0.769230769,0.897435897,0.8375,1,0.875,61
0.87804878,0.658536585,0.853658537,0.95,1,0.9875,59
0.97826087,0.869565217,0.804347826,0.725,1,0.825,54
0.833333333,0.916666667,0.958333333,0.9375,1,0.9875,52
0.886363636,0.795454545,0.863636364,0.9375,1,0.9625,56
0.904761905,0.857142857,0.952380952,1,1,1,58
0.5,0.545454545,0.5,0.4625,1,0.5375,56
1,0.895833333,0.8125,0.95,1,0.7875,52
0.934782609,0.913043478,0.5,1,1,0.6875,54
0.904761905,0.904761905,0.738095238,0.9,1,0.7375,58
0.886363636,0.75,0.863636364,0.9875,1,0.9875,56
0.820512821,0.846153846,0.820512821,0.875,1,0.8,61
0.863636364,0.909090909,0.909090909,0.9375,1,0.925,56
0.790697674,0.860465116,0.930232558,0.9375,1,0.975,57
0.951219512,0.951219512,1,0.8875,1,1,59
0.886363636,0.818181818,0.909090909,0.975,1,0.9375,56
0.97826087,0.891304348,0.608695652,0.9375,1,0.6875,54
0.904761905,0.833333333,0.976190476,0.8875,1,0.95,58
0.906976744,0.790697674,0.953488372,0.8625,1,0.8875,57
0.955555556,0.933333333,0.933333333,1,1,0.975,55
0.860465116,0.837209302,0.906976744,0.7,1,0.9625,57
0.829787234,0.765957447,0.957446809,0.975,1,0.9875,53
0.933333333,0.866666667,1,0.975,1,0.975,55
0.944444444,0.916666667,0.916666667,0.9375,1,0.8875,64
0.681818182,0.772727273,0.409090909,0.8,1,0.5875,56
0.888888889,0.911111111,0.888888889,0.8875,1,0.8875,55
0.923076923,0.871794872,0.794871795,0.95,1,0.8,61
0.869565217,0.847826087,0.97826087,0.875,1,0.875,54
0.860465116,0.930232558,0.976744186,1,1,1,57
0.888888889,0.933333333,0.977777778,0.9,1,0.9,55
0.86,0.78,0.74,0.875,1,0.925,50
0.860465116,0.906976744,0.860465116,0.9375,1,0.8625,57
0.531914894,0.680851064,0.446808511,0.5625,1,0.5625,53
0.886363636,0.818181818,0.977272727,0.9875,1,0.9875,56
0.826086957,0.826086957,0.934782609,0.875,1,0.925,54
0.844444444,0.866666667,0.844444444,1,1,0.825,55
0.770833333,0.8125,0.5,0.725,1,0.625,52
0.825,0.875,0.925,0.975,1,0.9125,60
0.6875,0.854166667,0.979166667,0.95,1,1,52
0.80952381,0.880952381,1,0.975,1,0.95,58
0.97826087,0.847826087,0.608695652,0.975,1,0.65,54
0.977777778,0.8,1,0.9625,1,0.9875,55
0.829268293,0.853658537,0.634146341,0.95,1,0.675,59
0.9375,0.9375,0.9375,1,1,0.875,52
0.844444444,0.755555556,0.955555556,0.9875,1,0.9875,55
0.952380952,0.904761905,0.976190476,0.975,1,1,58
0.913043478,0.869565217,0.739130435,0.8125,1,0.7375,54
0.977272727,0.840909091,0.954545455,0.9125,1,0.975,56
0.928571429,0.928571429,0.952380952,0.9,1,0.975,58
0.857142857,0.880952381,0.833333333,0.9625,1,0.9625,58
0.954545455,0.818181818,0.954545455,0.9625,1,0.95,56
0.906976744,0.837209302,0.930232558,0.7375,1,0.9375,57
0.860465116,0.790697674,0.860465116,0.8375,1,0.9625,57
0.92,0.88,0.92,1,1,0.875,50
0.87804878,0.902439024,1,0.9625,1,1,59
0.904761905,0.928571429,0.904761905,0.9,1,0.875,58
0.87804878,0.756097561,0.951219512,0.9625,1,0.925,59
0.744186047,0.720930233,0.76744186,0.5375,1,0.6375,57
0.977272727,0.840909091,0.977272727,1,1,0.9375,56
0.94,0.78,0.74,1,1,0.75,50
0.837209302,0.813953488,1,0.925,1,0.9625,57
0.872340426,0.872340426,0.957446809,0.95,1,0.95,53
0.956521739,0.934782609,0.413043478,0.9,1,0.6875,54
1,0.909090909,0.386363636,0.9875,1,0.7,56
0.829268293,0.731707317,0.853658537,0.9,1,0.925,59
0.526315789,0.789473684,0.815789474,0.8875,1,0.8375,62
0.909090909,0.945454545,0.727272727,0.925,1,0.625,45
0.926829268,0.756097561,0.926829268,0.9,1,0.975,59
0.891304348,0.673913043,0.760869565,0.9,1,0.85,54
0.954545455,0.863636364,0.954545455,0.8625,1,0.8875,56
0.897959184,0.816326531,1,0.8875,1,0.9625,51
0.872340426,0.893617021,0.914893617,0.8875,1,0.9125,53
0.88372093,0.837209302,0.976744186,0.9,1,0.95,57
0.957446809,0.872340426,0.957446809,0.9,1,0.9375,53
0.977777778,0.866666667,0.977777778,0.9125,1,0.975,55
0.857142857,0.785714286,0.880952381,0.925,1,0.9625,58
0.959183673,0.93877551,0.959183673,0.8875,1,0.9625,51
0.846153846,0.820512821,0.820512821,0.9,1,0.7875,61
0.6,0.775,0.6,0.4375,1,0.5625,60
0.520833333,0.6875,0.479166667,0.475,1,0.525,52
0.872340426,0.914893617,0.893617021,0.9125,1,0.9375,53
0.911111111,0.755555556,0.733333333,0.9875,1,0.7,55
0.976744186,0.837209302,0.930232558,0.825,1,0.8,57
0.978723404,0.85106383,0.978723404,0.9625,1,0.975,53
0.869565217,0.826086957,0.891304348,0.875,1,0.9125,54
1,0.837209302,0.88372093,0.9625,1,0.8875,57
0.85,0.975,0.95,0.925,1,0.975,60
0.930232558,0.860465116,0.930232558,0.9125,1,0.925,57
0.760869565,0.760869565,0.739130435,0.825,1,0.7625,54
0.882352941,0.882352941,0.960784314,0.9375,1,0.925,49
0.659574468,0.638297872,0.510638298,0.6,1,0.6,53
0.739130435,0.782608696,0.586956522,0.6,1,0.55,54
0.911111111,0.844444444,0.888888889,0.875,1,0.9375,55
1,0.87804878,1,0.825,1,0.9625,59
0.7,0.68,0.72,0.7,1,0.725,50
0.866666667,0.688888889,0.977777778,0.825,1,0.9625,55
0.977272727,0.75,0.659090909,0.875,1,0.8125,56
0.955555556,0.8,1,0.9375,1,0.9875,55
1,0.85,1,0.8625,1,0.975,60
0.888888889,0.844444444,0.911111111,0.975,1,0.875,55
1,0.860465116,0.604651163,0.95,1,0.8,57
0.976744186,0.837209302,0.976744186,1,1,1,57
0.953488372,0.76744186,0.953488372,0.95,1,0.9375,57
0.840909091,0.840909091,0.75,0.8875,1,0.7625,56
0.977777778,0.866666667,0.955555556,0.95,1,0.9875,55
0.85106383,0.872340426,0.914893617,0.775,1,0.925,53
0.844444444,0.755555556,1,0.975,1,1,55
0.880952381,0.928571429,0.547619048,0.95,1,0.675,58
0.897959184,0.816326531,0.959183673,0.975,1,0.9625,51
0.975609756,0.853658537,1,0.9375,1,1,59
0.954545455,0.840909091,0.954545455,0.975,1,0.975,56
0.844444444,0.777777778,0.977777778,0.9875,1,1,55
0.816326531,0.87755102,0.714285714,0.9875,1,0.75,51
0.681818182,0.545454545,0.659090909,0.5,1,0.625,56
0.8125,0.875,0.604166667,0.75,1,0.675,52
0.804347826,0.847826087,0.891304348,0.95,1,0.8625,54
0.957446809,0.787234043,1,0.9125,1,0.975,53
0.891304348,0.913043478,0.565217391,0.8375,1,0.8,54
0.88,0.86,0.98,0.9625,1,0.9625,50
0.822222222,0.844444444,0.933333333,1,1,0.9625,55
1,0.780487805,0.951219512,0.975,1,0.9625,59
0.977272727,0.795454545,0.886363636,0.875,1,0.9125,56
0.952380952,0.785714286,0.976190476,0.95,1,0.95,58
0.954545455,0.840909091,0.522727273,0.8875,1,0.65,56
0.80952381,0.738095238,0.5,0.75,1,0.65,58
1,0.829787234,0.936170213,0.875,1,0.875,53
1,0.875,1,0.9625,1,0.9625,52
1,0.866666667,0.911111111,0.975,1,0.875,55
0.857142857,0.857142857,0.857142857,0.95,1,0.8375,58
0.725,0.825,0.95,0.925,1,0.9375,60
0.934782609,0.891304348,0.652173913,0.9125,1,0.7375,54
0.911111111,0.866666667,0.488888889,0.925,1,0.7,55
0.931818182,0.795454545,0.931818182,0.975,1,0.9625,56
0.95,0.85,0.9,0.7625,1,0.6875,60
0.975609756,0.804878049,1,0.9875,1,1,59
0.952380952,0.80952381,0.952380952,0.95,1,0.95,58
0.844444444,0.866666667,0.777777778,0.85,1,0.85,55
0.886363636,0.863636364,0.863636364,0.925,1,0.8875,56
0.9375,0.854166667,0.979166667,0.8875,1,0.95,52
0.904761905,0.880952381,0.904761905,0.9,1,0.8875,58
1,0.974358974,0.846153846,0.85,1,0.8625,61
0.904761905,0.952380952,1,0.9625,1,0.9875,58
0.934782609,0.826086957,0.97826087,0.925,1,0.9375,54
0.804347826,0.847826087,1,0.775,1,1,54
0.906976744,0.837209302,0.953488372,0.9,1,1,57
0.933333333,0.911111111,0.488888889,1,1,0.6625,55
0.976744186,0.906976744,0.465116279,0.975,1,0.6375,57
0.977777778,0.777777778,1,0.7875,1,0.9875,55
0.826086957,0.891304348,0.739130435,0.9625,1,0.8875,54
0.977777778,0.888888889,0.488888889,0.9625,1,0.65,55
0.953488372,0.837209302,0.744186047,0.8375,1,0.775,57
0.888888889,0.866666667,0.644444444,0.7375,1,0.7375,55
0.914893617,0.85106383,0.872340426,0.9,1,0.9125,53
0.363636364,0.636363636,0.795454545,0.775,1,0.675,56
0.820512821,0.923076923,0.538461538,1,1,0.625,61
0.795454545,0.863636364,0.795454545,0.875,1,0.8,56
0.96,0.86,0.96,0.9375,1,0.9875,50
1,0.85,0.825,0.925,1,0.9125,60
0.931818182,0.886363636,0.545454545,0.9625,1,0.6625,56
0.886363636,0.931818182,0.5,0.9,1,0.6625,56
0.928571429,0.928571429,0.952380952,0.875,1,0.9375,58
1,0.911111111,0.644444444,0.8875,1,0.7875,55
0.9375,0.833333333,0.958333333,1,1,0.8375,52
0.97826087,0.847826087,0.652173913,0.825,1,0.7875,54
0.951219512,0.853658537,0.731707317,0.9125,1,0.825,59
0.853658537,0.853658537,0.56097561,0.9875,1,0.8,59
0.872340426,0.787234043,0.978723404,0.8875,1,1,53
0.956521739,0.869565217,0.956521739,0.95,1,0.9625,54
0.902439024,0.829268293,0.56097561,0.875,1,0.7,59
0.884615385,0.846153846,0.942307692,0.825,1,0.9625,48
1,0.893617021,0.978723404,0.925,1,0.925,53
0.866666667,0.888888889,0.911111111,0.9375,1,0.9875,55
0.93877551,0.755102041,0.897959184,0.9625,1,1,51
0.923076923,0.942307692,0.538461538,0.9125,1,0.6875,48
0.911111111,0.977777778,0.333333333,0.9125,1,0.65,55
0.510638298,0.765957447,0.872340426,0.8625,1,0.8625,53
0.92,0.86,0.78,0.9125,1,0.825,50
0.961538462,0.865384615,0.865384615,0.9875,1,0.8375,48
0.93877551,0.816326531,0.775510204,0.875,1,0.85,51
0.976744186,0.837209302,0.976744186,0.95,1,0.925,57
0.863636364,0.977272727,0.772727273,0.925,1,0.7375,56
0.979591837,0.87755102,0.530612245,0.9625,1,0.65,51
0.88372093,0.76744186,0.720930233,0.875,1,0.85,57
0.857142857,0.80952381,0.80952381,0.75,1,0.7625,58
0.904761905,0.880952381,0.904761905,0.8,1,0.7875,58
0.952380952,0.857142857,0.380952381,0.8625,1,0.7,58
0.952380952,0.928571429,0.785714286,0.925,1,0.875,58
1,0.85106383,1,0.875,1,1,53
0.957446809,0.914893617,0.957446809,0.925,1,0.95,53
0.936170213,0.744680851,0.914893617,0.9375,1,0.9625,53
0.85106383,0.85106383,1,0.85,1,1,53
0.931818182,0.909090909,0.931818182,0.975,1,0.9875,56
0.833333333,0.857142857,0.952380952,0.8125,1,0.975,58
0.796296296,0.87037037,0.814814815,0.9125,1,0.85,46
0.933333333,0.911111111,0.822222222,0.8875,1,0.775,55
0.958333333,0.9375,0.979166667,0.875,1,1,52
0.869565217,0.891304348,0.913043478,0.875,1,0.9375,54
0.930232558,0.581395349,0.976744186,0.7625,1,0.95,57
1,0.979166667,0.854166667,0.7375,1,0.875,52
0.880952381,0.880952381,0.595238095,0.9625,1,0.75,58
0.857142857,0.857142857,0.836734694,0.875,1,0.925,51
0.955555556,0.888888889,1,0.9625,1,1,55
0.869565217,0.760869565,0.760869565,1,1,0.7125,54
0.744680851,0.787234043,1,0.975,1,1,53
0.714285714,0.785714286,1,0.775,1,1,58
0.976744186,0.906976744,1,0.7875,1,0.8375,57
0.842105263,0.789473684,0.842105263,0.9625,1,0.9625,62
0.975609756,0.853658537,0.951219512,0.9875,1,0.9,59
0.976744186,0.790697674,0.76744186,0.8,1,0.875,57
0.880952381,0.833333333,0.666666667,0.9,1,0.8,58
0.977777778,0.933333333,0.511111111,0.8875,1,0.6875,55
0.85106383,0.85106383,0.70212766,0.8875,1,0.7875,53
0.916666667,0.875,0.6875,0.9,1,0.7,52
0.97826087,0.956521739,0.782608696,1,1,0.75,54
0.931818182,0.818181818,0.977272727,1,1,0.825,56
0.847826087,0.891304348,0.869565217,0.8625,1,0.8875,54
0.956521739,0.913043478,0.847826087,0.8625,1,0.8,54
0.854166667,0.895833333,0.479166667,0.9875,1,0.725,52
0.911111111,0.955555556,0.8,0.95,1,0.775,55
0.957446809,0.723404255,0.936170213,0.9,1,0.95,53
0.977272727,0.886363636,0.840909091,0.75,1,0.7625,56
0.909090909,0.818181818,0.568181818,0.8,1,0.6375,56
0.954545455,0.840909091,0.931818182,0.8125,1,0.9,56
0.974358974,0.974358974,0.871794872,0.9375,1,0.8125,61
0.891304348,0.891304348,1,0.8875,1,0.975,54
0.791666667,0.833333333,0.791666667,0.775,1,0.7125,52
0.704545455,0.704545455,0.454545455,0.675,1,0.55,56
0.9375,0.895833333,0.8125,0.9125,1,0.875,52
0.977777778,0.822222222,0.955555556,0.8625,1,0.975,55
0.704545455,0.818181818,0.977272727,1,1,1,56
0.755555556,0.844444444,0.866666667,0.925,1,0.825,55
0.958333333,0.895833333,0.854166667,0.8375,1,0.8625,52
0.840909091,0.727272727,0.545454545,0.8875,1,0.6625,56
0.857142857,0.833333333,0.785714286,0.95,1,0.8375,58
0.976190476,0.833333333,0.976190476,0.9625,1,0.975,58
0.790697674,0.720930233,0.976744186,0.9875,1,0.9875,57
0.980392157,0.784313725,0.607843137,0.9625,1,0.6875,49
0.869565217,0.869565217,0.869565217,0.875,1,0.9125,54
0.791666667,0.916666667,0.479166667,0.9375,1,0.7,52
0.8,0.866666667,1,0.8625,1,0.975,55
0.818181818,0.840909091,0.977272727,0.9875,1,0.9875,56
0.976190476,0.857142857,0.904761905,0.825,1,0.8625,58
0.85106383,0.872340426,1,0.975,1,0.9875,53
0.916666667,0.916666667,1,0.925,1,0.95,52
0.976744186,0.837209302,0.953488372,0.9125,1,0.975,57
0.9375,0.875,1,0.9875,1,1,52
0.979591837,1,0.979591837,0.8875,1,0.9125,51
0.857142857,0.836734694,0.918367347,0.9125,1,0.95,51
0.85,0.875,0.525,0.975,1,0.6625,60
0.978723404,0.787234043,0.936170213,0.975,1,0.975,53
0.829268293,0.87804878,0.926829268,0.9625,1,1,59
0.952380952,0.80952381,0.952380952,0.8375,1,0.9375,58
0.956521739,0.869565217,0.826086957,0.9625,1,0.85,54
0.934782609,0.847826087,0.956521739,0.8875,1,0.975,54
0.914893617,0.829787234,0.957446809,0.925,1,0.975,53
0.880952381,0.80952381,0.904761905,0.9375,1,0.9375,58
1,0.795454545,0.931818182,0.9625,1,0.8375,56
0.948717949,0.846153846,0.974358974,0.9125,1,1,61
0.955555556,0.8,0.533333333,0.925,1,0.7,55
0.916666667,0.8125,0.9375,0.9875,1,0.9625,52
0.979166667,0.958333333,0.875,0.975,1,0.95,52
0.88372093,0.744186047,0.837209302,0.9125,1,0.9,57
0.795454545,0.863636364,0.704545455,0.9875,1,0.7375,56
0.87804878,0.829268293,0.682926829,0.9375,1,0.75,59
0.808510638,0.893617021,0.936170213,0.975,1,0.9875,53
0.761904762,0.880952381,0.857142857,0.95,1,0.8375,58
0.977777778,0.822222222,1,0.9625,1,0.975,55
0.893617021,0.914893617,1,0.975,1,1,53
0.888888889,0.933333333,1,0.9,1,0.975,55
0.869565217,0.847826087,0.891304348,0.85,1,0.925,54
0.8,0.711111111,0.955555556,0.975,1,0.975,55
0.979166667,0.875,0.854166667,0.9875,1,0.9,52
0.711111111,0.755555556,0.488888889,0.7625,1,0.575,55
0.979166667,0.875,1,0.9625,1,0.95,52
0.953488372,0.720930233,0.860465116,0.9625,1,0.9375,57
0.97826087,0.913043478,1,0.8625,1,0.975,54
0.933333333,0.933333333,0.777777778,1,1,0.7875,55
0.931818182,0.772727273,0.977272727,0.7875,1,0.975,56
0.977777778,0.911111111,0.911111111,0.8875,1,1,55
0.85106383,0.872340426,0.85106383,0.975,1,0.875,53
0.862745098,0.921568627,0.647058824,0.9125,1,0.7,49
1,0.880952381,0.952380952,0.9375,1,0.95,58
0.880952381,0.833333333,0.666666667,0.975,1,0.725,58
0.955555556,0.822222222,0.577777778,0.9375,1,0.7375,55
0.94,0.84,1,0.9125,1,1,50
0.918367347,0.857142857,0.755102041,0.8875,1,0.7625,51
0.955555556,0.8,0.666666667,0.875,1,0.7875,55
0.933333333,0.844444444,0.777777778,0.9125,1,0.85,55
0.906976744,0.906976744,0.906976744,0.875,1,0.825,57
0.978723404,0.765957447,0.574468085,0.8375,1,0.6375,53
0.888888889,0.844444444,0.911111111,0.825,1,0.825,55
0.888888889,0.844444444,1,0.9125,1,0.9125,55
0.904761905,0.904761905,0.976190476,0.9125,1,0.9875,58
0.909090909,0.840909091,0.954545455,0.9,1,0.9,56
0.869565217,0.826086957,0.847826087,0.95,1,0.95,54
0.931818182,0.909090909,0.795454545,0.9625,1,0.8875,56
0.891304348,0.913043478,0.97826087,0.9625,1,1,54
0.96,0.88,0.94,0.95,1,0.8875,50
0.975,0.825,0.875,0.9,1,0.85,60
0.918367347,0.87755102,0.734693878,0.975,1,0.8,51
0.976744186,0.88372093,0.860465116,0.9375,1,0.9375,57
0.854166667,0.875,0.583333333,0.9625,1,0.65,52
0.382978723,0.70212766,0.744680851,0.8625,1,0.8,53
0.916666667,0.895833333,0.958333333,0.85,1,1,52
0.880952381,0.785714286,0.80952381,0.9125,1,0.7875,58
0.555555556,0.511111111,0.555555556,0.4375,1,0.5625,55
0.869565217,0.760869565,1,0.9625,1,1,54
0.84,0.84,0.7,0.925,1,0.7875,50
0.9,0.9,0.975,0.825,1,0.9875,60
0.958333333,0.854166667,0.791666667,0.9625,1,0.75,52
0.952380952,0.904761905,0.833333333,0.95,1,0.95,58
0.97826087,0.847826087,0.586956522,0.875,1,0.6625,54
0.829787234,0.787234043,0.85106383,0.8,1,0.8375,53
0.978723404,0.936170213,0.872340426,0.925,1,0.8875,53
0.979591837,0.918367347,0.571428571,0.7875,1,0.6125,51
0.804878049,0.780487805,0.780487805,0.825,1,0.875,59
0.97826087,0.913043478,1,1,1,0.9875,54
0.893617021,0.85106383,0.765957447,1,1,0.925,53
0.933333333,0.888888889,0.933333333,0.9,1,0.85,55
0.863636364,0.795454545,0.840909091,0.9375,1,0.95,56
0.904761905,0.880952381,0.80952381,0.9875,1,0.875,58
0.931818182,0.909090909,0.75,0.9,1,0.85,56
0.909090909,0.886363636,0.840909091,0.8875,1,0.85,56
0.933333333,0.822222222,0.911111111,0.975,1,0.9125,55
0.869565217,0.804347826,0.739130435,0.925,1,0.725,54
0.85106383,0.787234043,0.914893617,0.9125,1,0.9125,53
0.957446809,0.829787234,1,0.9625,1,0.9625,53
1,0.930232558,0.953488372,0.975,1,0.875,57
0.976190476,0.833333333,0.738095238,0.9875,1,0.85,58
0.87804878,0.87804878,0.926829268,0.95,1,0.9375,59
0.808510638,0.85106383,0.914893617,0.9625,1,0.9625,53
0.9375,0.895833333,0.895833333,0.8875,1,0.9875,52
0.847826087,0.695652174,0.760869565,0.85,1,0.7,54
0.8,0.755555556,0.755555556,0.7625,1,0.7875,55
0.947368421,0.815789474,0.605263158,0.825,1,0.6875,62
0.933333333,0.911111111,0.911111111,0.9,1,0.9,55
1,0.880952381,0.857142857,0.9125,1,0.825,58
0.979591837,0.918367347,0.612244898,0.8875,1,0.6625,51
0.925,0.875,0.675,1,1,0.725,60
0.866666667,0.888888889,0.733333333,0.85,1,0.6625,55
0.574468085,0.574468085,0.425531915,0.55,1,0.55,53
0.951219512,0.951219512,0.926829268,0.95,1,0.9125,59
0.833333333,0.6875,0.833333333,0.9375,1,0.8875,52
0.777777778,0.888888889,0.822222222,0.9,1,0.8875,55
0.928571429,0.928571429,0.69047619,0.9875,1,0.825,58
0.977777778,0.822222222,0.755555556,0.875,1,0.775,55
0.977777778,0.866666667,0.755555556,0.825,1,0.825,55
0.888888889,0.711111111,0.844444444,0.9375,1,0.9625,55
0.954545455,0.909090909,0.886363636,0.9625,1,0.925,56
0.978723404,0.872340426,0.914893617,0.9,1,0.9375,53
0.933333333,0.866666667,0.977777778,0.9375,1,1,55
0.857142857,0.904761905,0.642857143,0.9875,1,0.775,58
0.948717949,0.871794872,0.717948718,0.9875,1,0.8625,61
0.931818182,0.886363636,0.795454545,0.875,1,0.9125,56
0.777777778,0.8,0.844444444,0.9,1,0.9125,55
1,0.959183673,0.979591837,0.9625,1,0.975,51
0.941176471,0.843137255,0.921568627,0.95,1,0.9625,49
0.925,0.725,0.9,1,1,0.975,60
0.866666667,0.866666667,0.622222222,0.975,1,0.775,55
0.333333333,0.583333333,0.666666667,0.5125,1,0.5125,52
0.954545455,0.863636364,0.954545455,0.925,1,0.9375,56
0.959183673,0.87755102,0.959183673,0.9875,1,0.9625,51
0.723404255,0.723404255,0.638297872,0.8125,1,0.725,53
0.956521739,0.739130435,0.673913043,0.9,1,0.65,54
0.960784314,0.882352941,0.784313725,0.8375,1,0.8375,49
0.914893617,0.85106383,0.595744681,0.85,1,0.7,53
0.829787234,0.893617021,1,1,1,0.925,53
1,0.738095238,0.761904762,0.825,1,0.6625,58
1,0.871794872,0.974358974,0.8875,1,0.8875,61
0.454545455,0.590909091,0.454545455,0.4375,1,0.5625,56
0.953488372,0.930232558,1,0.8375,1,0.8875,57
0.906976744,0.76744186,0.837209302,0.7875,1,0.7625,57
1,0.895833333,1,0.8625,1,0.9375,52
0.847826087,0.804347826,0.913043478,0.6375,1,0.9375,54
0.846153846,0.871794872,1,0.9625,1,0.9625,61
0.790697674,0.837209302,0.511627907,0.7375,1,0.575,57
0.958333333,0.854166667,0.895833333,0.9125,1,0.9125,52
1,0.739130435,0.847826087,0.9875,1,0.8875,54
0.891304348,0.847826087,0.891304348,0.875,1,0.8625,54
1,0.720930233,0.674418605,0.975,1,0.875,57
0.880952381,0.904761905,0.761904762,0.9875,1,0.85,58
0.914893617,0.872340426,1,0.975,1,0.975,53
0.818181818,0.75,0.909090909,0.9625,1,0.95,56
0.790697674,0.860465116,0.953488372,0.9375,1,0.9625,57
0.928571429,0.80952381,0.952380952,0.9625,1,0.95,58
0.979166667,0.9375,0.791666667,1,1,0.75,52
1,0.85106383,0.978723404,0.9,1,1,53
0.952380952,0.857142857,0.761904762,0.925,1,0.7375,58
0.956521739,0.826086957,1,0.8125,1,0.9625,54
0.833333333,0.857142857,0.785714286,0.825,1,0.75,58
0.972972973,0.918918919,0.891891892,0.925,1,0.85,63
0.880952381,0.857142857,0.976190476,0.9625,1,0.95,58
0.866666667,0.755555556,0.888888889,0.9625,1,0.9625,55
0.97826087,0.826086957,0.543478261,0.9,1,0.6375,54
0.977777778,0.866666667,0.844444444,0.925,1,0.7875,55
0.933333333,0.866666667,0.933333333,0.8625,1,0.85,55
0.904761905,0.880952381,0.880952381,0.8125,1,0.8,58
