x1,x2,x3
1.0,0.9192,0.059207004549758316
2.0,0.9152000000000001,0.06299465477810197
3.0,0.9102,0.06345462785265049
4.0,0.9009999999999999,0.06822082990299269
5.0,0.8872,0.06782450342837847
6.0,0.8859999999999999,0.06663945022680343
7.0,0.8859999999999999,0.06259686371487612
8.0,0.894,0.06963461489687965
9.0,0.9017999999999999,0.06248885614937389
10.0,0.9064,0.06352759323349828
