x1,x2,x3
1.0,0.9420000000000002,0.03326659986633237
2.0,0.621,0.047246399039738686
3.0,0.607,0.1393676193860444
4.0,0.5389999999999999,0.061725197448043834
5.0,0.562,0.06844300142778985
6.0,0.53,0.06110100926607788
7.0,0.523,0.04295992965026311
8.0,0.524,0.04765617600176406
9.0,0.5200000000000001,0.04
10.0,0.504,0.0343834585552737
